,,,Wall time,Step,Value
1589096924.29151,8529,515.430847167969,,,
1589097961.51057,8560,493.496154785156,,,
1589098332.37444,8572,512.128173828125,,,
1589098566.53114,8579,480.209869384766,,,
1589098733.6264,8584,491.658569335938,,,
1589099174.69075,8598,493.242706298828,,,
1589099475.73318,8607,467.728363037109,,,
1589100330.67569,8633,478.199493408203,,,
1589100553.28231,8640,500.516052246094,,,
1589100586.75985,8641,508.849456787109,,,
1589100862.59846,8650,508.436370849609,,,
1589102068.73032,8688,484.913269042969,,,
1589102336.26605,8696,513.15380859375,,,
1589102369.74842,8697,514.644958496094,,,
1589102503.52057,8701,489.977600097656,,,
1589103525.12456,8733,478.808013916016,,,
1589105074.79144,8780,444.409423828125,,,
1589105208.51822,8784,482.851531982422,,,
1589105978.19719,8807,512.069396972656,,,
1589106580.07582,8825,504.621765136719,,,
1589106680.42508,8828,506.2763671875,,,
1589107350.05605,8849,517.053161621094,,,
1589107717.89096,8860,510.097808837891,,,
1589108520.12922,8884,505.113586425781,,,
1589108754.08216,8891,506.955230712891,,,
1589109322.53737,8908,488.447906494141,,,
1589109389.5193,8910,479.93115234375,,,
1589109465.69006,8913,113.892074584961,,,
1589110167.85028,8934,501.376220703125,,,
1589110234.74587,8936,506.603271484375,,,
1589110401.81735,8941,512.913024902344,,,
1589110769.53554,8952,499.637756347656,,,
1589111170.4517,8964,493.402496337891,,,
1589111707.80912,8981,510.490570068359,,,
1589112309.66526,8999,513.747985839844,,,
1589112510.70581,9005,512.680786132813,,,
1589112847.41326,9015,500.022308349609,,,
1589113483.01397,9034,502.079986572266,,,
1589114386.02242,9061,511.207366943359,,,
1589114653.62626,9069,532.726379394531,,,
1589115355.64205,9090,516.810668945313,,,
1589116058.30003,9111,508.843048095703,,,
1589116660.4424,9129,503.940856933594,,,
1589117638.0552,9161,502.318145751953,,,
1589117872.2761,9168,508.042419433594,,,
1589119611.47108,9220,514.874755859375,,,
1589119678.36843,9222,513.097412109375,,,
1589120012.95955,9232,518.811401367188,,,
1589120247.12856,9239,512.833190917969,,,
1589121150.04711,9266,513.967224121094,,,
1589121819.68901,9287,520.914611816406,,,
1589122154.20171,9297,506.019409179688,,,
1589122689.52376,9313,507.812255859375,,,
1589122990.07643,9322,493.441558837891,,,
1589124033.42628,9354,519.234741210938,,,
1589124568.6109,9370,474.851318359375,,,
1589124735.87043,9375,514.511535644531,,,
1589126149.81796,9418,527.649658203125,,,
1589126250.20561,9421,520.818786621094,,,
1589126903.13829,9441,475.561004638672,,,
1589127137.04103,9448,512.076904296875,,,
1589128006.58899,9474,505.549499511719,,,
1589128240.74786,9481,501.673614501953,,,
1589130347.17259,9544,502.872283935547,,,
1589130648.16143,9553,509.829956054687,,,
1589130866.28665,9560,242.502365112305,,,
1589131200.84773,9570,503.789825439453,,,
1589131300.99506,9573,498.596984863281,,,
1589132038.30329,9595,501.799102783203,,,
1589132406.21674,9606,500.006134033203,,,
1589132774.01188,9617,500.300720214844,,,
1589133175.37627,9629,503.800933837891,,,
1589133208.77757,9630,494.090667724609,,,
1589133309.11807,9633,474.161346435547,,,
1589134101.14574,9657,505.799407958984,,,
1589134277.58112,9663,513.336791992188,,,
1589135014.56267,9686,493.207458496094,,,
1589135303.71149,9696,531.995666503906,,,
1589135543.29012,9704,44.9359893798828,,,
1589137431.56158,9765,501.2294921875,,,
1589137717.31927,9774,478.291778564453,,,
1589138018.09073,9783,464.888336181641,,,
1589139115.72716,9818,554.310668945313,,,
1589140019.59871,9846,519.570495605469,,,
1589140119.90504,9849,513.260559082031,,,
1589141396.81805,9889,313.528167724609,,,
1589142175.49409,9913,542.719848632813,,,
1589144295.00884,9978,515.088256835938,,,
1589145671.39272,10020,506.757537841797,,,
1589146853.32103,10056,487.497039794922,,,
1589147020.76494,10061,492.936340332031,,,
1589147054.26503,10062,494.999633789063,,,
1589147121.25255,10064,472.662536621094,,,
1589147589.72018,10078,511.450561523438,,,
1589147991.14187,10090,507.775207519531,,,
1589148760.68886,10113,510.021911621094,,,
1589148961.28565,10119,496.688354492188,,,
1589149457.38665,10134,508.261657714844,,,
1589149658.24441,10140,532.990661621094,,,
1589149993.02768,10150,538.592834472656,,,
1589150798.5501,10174,529.487854003906,,,
1589151367.32983,10191,548.10888671875,,,
1589152103.29098,10213,521.544860839844,,,
1589153331.79943,10251,535.850219726563,,,
1589153699.74785,10262,512.818176269531,,,
1589154368.46099,10282,510.684173583984,,,
1589154602.57102,10289,530.250366210938,,,
1589154769.93161,10294,549.822937011719,,,
1589156033.29564,10336,16.071756362915,,,
1589157212.53302,10372,513.964050292969,,,
1589158148.77886,10400,534.941162109375,,,
1589158215.69033,10402,549.688720703125,,,
1589158249.07334,10403,542.500854492188,,,
1589158316.08652,10405,548.212646484375,,,
1589158822.3394,10420,526.252014160156,,,
1589159024.11122,10426,540.744262695312,,,
1589159192.2663,10431,506.050201416016,,,
1589160106.03501,10460,552.541564941406,,,
1589160552.06172,10474,116.109481811523,,,
1589160921.76992,10485,510.154388427734,,,
1589161263.8986,10495,511.816833496094,,,
1589161399.06898,10499,509.028350830078,,,
1589161432.78473,10500,534.338989257813,,,
1589162355.26895,10528,516.443603515625,,,
1589162657.66635,10537,508.5361328125,,,
1589163428.31301,10560,547.389221191406,,,
1589163461.9528,10561,527.34912109375,,,
1589163902.41613,10573,543.610473632813,,,
1589164932.88623,10604,523.694274902344,,,
1589165235.49843,10613,552.229309082031,,,
1589165806.87873,10630,547.009216308594,,,
1589165974.99226,10635,540.26513671875,,,
1589166277.4618,10644,508.042388916016,,,
1589166546.2983,10652,542.651977539063,,,
1589166815.10741,10660,541.484130859375,,,
1589167386.73255,10677,533.433715820313,,,
1589168392.35576,10707,537.308288574219,,,
1589168728.48145,10717,539.216369628906,,,
1589169974.80166,10754,548.714599609375,,,
1589170276.47293,10763,553.727722167969,,,
1589170310.02092,10764,552.575866699219,,,
1589170511.20958,10770,553.926635742188,,,
1589171052.00586,10786,542.712890625,,,
1589171302.44757,10793,517.344848632813,,,
1589172323.58313,10821,539.843200683594,,,
1589172359.91467,10822,538.503662109375,,,
1589172692.18098,10831,522.688293457031,,,
1589172874.38974,10836,541.710205078125,,,
1589173297.69334,10847,536.165710449219,,,
1589173619.67346,10856,540.752746582031,,,
1589174132.12831,10870,540.348937988281,,,
1589175491.56819,10908,555.020812988281,,,
1589175595.15736,10911,544.125793457031,,,
1589175904.8145,10920,554.116516113281,,,
1589176766.25761,10945,521.186096191406,,,
1589176904.16559,10949,551.473754882813,,,
1589177216.72417,10958,546.942993164063,,,
1589177721.86194,10972,541.665771484375,,,
1589177950.21442,10978,542.036743164063,,,
1589178017.92689,10980,555.830261230469,,,
1589179190.54673,11014,541.884704589844,,,
1589179372.00367,11020,528.758605957031,,,
1589179584.23036,11026,532.656494140625,,,
1589179656.61004,11028,541.320495605469,,,
1589180036.14819,11039,542.666687011719,,,
1589180231.2717,11044,475.142913818359,,,
1589180769.39885,11058,548.343566894531,,,
1589181090.20251,11067,542.187622070313,,,
1589181678.79708,11083,546.157775878906,,,
1589182538.11989,11108,536.401489257813,,,
1589183213.74946,11127,584.307250976562,,,
1589183509.13521,11136,543.424011230469,,,
1589184168.77804,11154,535.467346191406,,,
1589185083.87866,11181,545.815185546875,,,
1589185855.6927,11204,538.467407226563,,,
1589185927.36414,11206,540.92236328125,,,
1589185962.11495,11207,535.376159667969,,,
1589187740.86094,11258,557.622985839844,,,
1589188013.72387,11266,412.347412109375,,,
1589188119.78416,11269,510.935424804688,,,
1589188413.86461,11278,540.637145996094,,,
1589189659.43962,11316,565.955444335938,,,
1589190651.29483,11347,548.158874511719,,,
1589191349.44629,11367,550.672424316406,,,
1589191991.82847,11386,593.900451660156,,,
1589193024.43655,11417,571.911743164063,,,
1589193266.8628,11425,565.317077636719,,,
1589193334.06062,11427,543.552551269531,,,
1589194448.27657,11461,584.326477050781,,,
1589194991.25987,11478,588.505798339844,,,
1589195429.617,11492,596.808654785156,,,
1589195630.56895,11498,573.836303710938,,,
1589196512.40759,11526,601.32958984375,,,
1589196613.0859,11529,588.581359863281,,,
1589196646.63572,11530,597.68359375,,,
1589196847.93685,11536,590.550964355469,,,
1589196897.98507,11538,184.429214477539,,,
1589197435.49721,11555,564.639892578125,,,
1589197680.93139,11563,589.384033203125,,,
1589197982.75906,11572,595.760498046875,,,
1589198411.37285,11587,554.504760742188,,,
1589198920.35201,11603,549.042602539063,,,
1589200154.51457,11642,563.0400390625,,,
1589200529.48277,11654,558.083374023438,,,
1589200596.56763,11656,593.295654296875,,,
1589200887.22424,11666,595.674499511719,,,
1589201223.7163,11677,547.049133300781,,,
1589201623.30262,11691,582.406005859375,,,
1589201690.54072,11693,595.215270996094,,,
1589202261.06177,11710,587.971008300781,,,
1589202866.3703,11729,590.30126953125,,,
1589204053.13421,11765,596.835083007813,,,
1589204958.87025,11792,577.444091796875,,,
1589205160.12955,11798,594.005004882813,,,
1589205439.80646,11807,622.357971191406,,,
1589206448.58842,11837,585.329772949219,,,
1589207219.14156,11860,638.670654296875,,,
1589207252.85449,11861,626.357666015625,,,
1589207858.97505,11879,584.636413574219,,,
1589208797.95017,11907,588.162536621094,,,
1589208951.22303,11912,617.37646484375,,,
1589209856.71404,11939,625.612060546875,,,
1589210124.97286,11947,584.404052734375,,,
1589210292.7672,11952,619.663391113281,,,
1589210359.96763,11954,621.523742675781,,,
1589210393.43736,11955,590.238220214844,,,
1589211021.28657,11975,611.375305175781,,,
1589211188.88324,11980,586.444274902344,,,
1589211657.91297,11994,623.90185546875,,,
1589211926.33875,12004,11.6710062026978,,,
1589212082.85422,12009,385.855773925781,,,
1589212317.68329,12016,619.409912109375,,,
1589212954.57366,12035,532.194885253906,,,
1589213331.01874,12047,626.068359375,,,
1589214457.01526,12082,597.862670898438,,,
1589214759.049,12091,592.058410644531,,,
1589216315.21783,12139,618.386352539063,,,
1589216482.94859,12144,584.663391113281,,,
1589216955.25927,12159,610.302307128906,,,
1589217302.80498,12170,629.7216796875,,,
1589217436.90478,12174,616.792236328125,,,
1589217973.51003,12190,615.694030761719,,,
1589218409.61851,12203,629.528869628906,,,
1589219080.38851,12223,619.232299804688,,,
1589219382.21897,12232,630.508117675781,,,
1589219650.59318,12240,628.631958007813,,,
1589220850.97558,12276,628.476135253906,,,
1589221529.32482,12296,630.946533203125,,,
1589221631.13705,12299,608.579345703125,,,
1589222151.8108,12315,661.637817382813,,,
1589222668.38638,12331,625.498168945313,,,
1589225027.86716,12402,627.619995117188,,,
1589225315.24939,12411,625.761840820313,,,
1589226272.75553,12442,100.793579101563,,,
1589226860.49197,12461,631.783020019531,,,
1589226936.17491,12464,633.281372070313,,,
1589227668.90818,12486,641.801391601563,,,
1589229672.22105,12551,635.8349609375,,,
1589229875.57109,12557,633.893310546875,,,
1589229943.48617,12559,629.245910644531,,,
1589230657.71889,12580,616.047058105469,,,
1589231388.51146,12602,623.641052246094,,,
1589232320.34425,12631,629.092102050781,,,
1589233789.1869,12677,645.479675292969,,,
1589234738.72843,12705,627.8720703125,,,
1589236723.9887,12764,635.058410644531,,,
1589237233.76434,12780,681.130004882813,,,
1589238223.82063,12811,625.772583007813,,,
1589238495.15026,12819,669.876892089844,,,
1589239207.73697,12840,633.476745605469,,,
1589240002.46129,12865,667.738037109375,,,
1589240172.20387,12870,635.110900878906,,,
1589240582.04442,12883,631.378784179688,,,
1589240994.48632,12896,635.075439453125,,,
1589241197.98147,12902,666.907531738281,,,
1589242534.75049,12944,670.787414550781,,,
1589242568.74717,12945,654.946350097656,,,
1589242738.39299,12950,674.250732421875,,,
1589243214.6292,12965,656.263488769531,,,
1589245152.24148,13023,676.890686035156,,,
1589245677.76998,13040,667.279296875,,,
1589246587.17174,13067,630.0634765625,,,
1589246620.78423,13068,676.100402832031,,,
1589246857.90845,13076,633.786743164063,,,
1589247229.4723,13088,622.708862304688,,,
1589247633.73895,13100,663.164855957031,,,
1589248138.80082,13115,618.603942871094,,,
1589248273.30379,13119,636.228881835938,,,
1589248834.0904,13136,669.857238769531,,,
1589249409.56255,13154,635.309875488281,,,
1589250016.07307,13172,623.089599609375,,,
1589250521.40791,13187,663.032348632813,,,
1589250857.6747,13197,670.133361816406,,,
1589250958.81458,13200,622.298095703125,,,
1589251362.24758,13212,674.419799804688,,,
1589251395.90669,13213,629.896118164062,,,
1589251530.68882,13217,634.088806152344,,,
1589252469.87483,13245,650.236633300781,,,
1589253345.56014,13271,629.221252441406,,,
1589254390.48313,13304,677.399597167969,,,
1589254893.71656,13319,672.608215332031,,,
1589256037.05688,13355,671.152465820313,,,
1589256204.77269,13360,626.506103515625,,,
1589257849.67502,13408,662.183288574219,,,
1589257991.97576,13412,671.796752929687,,,
1589258651.39043,13432,673.130065917969,,,
1589260205.63718,13481,13.2063617706299,,,
1589261046.69254,13507,636.409362792969,,,
1589261147.60381,13510,666.913635253906,,,
1589262531.17762,13552,665.901428222656,,,
1589263068.32991,13568,634.6474609375,,,
1589264250.25004,13603,671.999694824219,,,
1589264760.20266,13618,661.233154296875,,,
1589265032.06599,13626,654.977966308594,,,
1589265236.07744,13632,669.799255371094,,,
1589266354.11132,13665,629.719604492188,,,
1589266936.10568,13682,669.958984375,,,
1589267036.84224,13685,667.934936523438,,,
1589267137.64428,13688,669.008666992188,,,
1589267601.62256,13701,662.97265625,,,
1589268570.51176,13728,624.221984863281,,,
1589269186.1624,13746,636.168395996094,,,
1589269444.95296,13753,685.780822753906,,,
1589269691.06491,13760,672.051696777344,,,
1589270461.62043,13782,673.495056152344,,,
1589271181.40855,13803,668.431335449219,,,
1589271616.65194,13816,662.976928710938,,,
1589272801.98907,13851,650.547546386719,,,
1589273575.76638,13874,661.082702636719,,,
1589273676.17781,13877,678.583374023438,,,
1589274110.93489,13890,665.078796386719,,,
1589274244.82011,13894,656.922729492188,,,
1589274424.56448,13900,669.900329589844,,,
1589275863.08192,13943,671.150512695313,,,
1589275896.52225,13944,674.784118652344,,,
1589276532.56211,13963,671.358215332031,,,
1589276632.99785,13966,687.3837890625,,,
1589276868.19438,13974,716.98974609375,,,
1589276901.59499,13975,667.217590332031,,,
1589276935.0849,13976,709.251403808594,,,
1589277135.71754,13982,669.069580078125,,,
1589277794.26185,14002,668.1298828125,,,
1589277866.02448,14004,710.938232421875,,,
1589278501.79044,14022,736.678466796875,,,
1589280290.90908,14072,674.453247070313,,,
1589280718.97843,14086,707.495361328125,,,
1589280883.50518,14092,713.792053222656,,,
1589281930.03852,14126,800.364013671875,,,
1589283255.60231,14167,783.958740234375,,,
1589284173.65032,14195,832.739318847656,,,
1589285060.79204,14222,698.7138671875,,,
1589285212.57044,14227,783.950317382813,,,
1589285395.14763,14233,786.999816894531,,,
1589286097.83073,14256,190.826522827148,,,
1589286893.2712,14281,799.729309082031,,,
1589287269.68523,14293,822.714904785156,,,
1589287303.38764,14294,786.744140625,,,
1589287505.54992,14300,829.150512695312,,,
1589287748.02303,14309,793.920104980469,,,
1589288251.14272,14326,787.843444824219,,,
1589288631.65925,14338,830.757873535156,,,
1589288833.79912,14344,794.344055175781,,,
1589289508.15347,14364,785.722290039063,,,
1589289620.91906,14368,827.484130859375,,,
1589290350.72835,14392,736.416198730469,,,
1589290418.15802,14394,787.441101074219,,,
1589290719.5743,14403,682.470886230469,,,
1589292284.97477,14453,827.81884765625,,,
1589293067.10994,14477,824.422485351563,,,
1589293818.03525,14500,815.088989257812,,,
1589294709.93755,14535,94.9984283447266,,,
1589294743.46861,14536,684.416687011719,,,
1589295154.84272,14560,823.177429199219,,,
1589295200.78826,14562,790.418029785156,,,
1589295208.5899,14563,64.2872695922852,,,
1589295556.22152,14593,18.1523456573486,,,
1589295726.22498,14618,12.2848434448242,,,
1589295750.67015,14623,14.3657083511353,,,
1589295814.22888,14638,12.4584150314331,,,
1589295843.52999,14644,59.9381790161133,,,
1589296055.3587,14674,10.1196174621582,,,
1589296057.8465,14675,8.02958679199219,,,
1589296088.15406,14683,9.39964294433594,,,
1589296102.61551,14687,8.63666152954102,,,
1589296121.36626,14693,10.7998323440552,,,
1589296183.2634,14709,8.07281017303467,,,
1589296287.75453,14752,6.92954301834106,,,
1589296317.55394,14764,6.5380597114563,,,
1589296342.8153,14775,0.349678546190262,,,
1589296361.97771,14785,6.79779863357544,,,
1589296364.50548,14786,7.31724119186401,,,
1589296369.27004,14790,0.263674080371857,,,
1589296377.14122,14794,6.6410436630249,,,
1589296385.27491,14798,0.264098435640335,,,
1589296416.72376,14815,9.21092891693115,,,
1589296427.9682,14821,7.70363855361939,,,
1589296434.16328,14825,6.77337789535522,,,
1589296438.86694,14827,7.2856559753418,,,
1589296496.24613,14852,6.88049936294556,,,
1589296551.16284,14871,29.3098449707031,,,
1589296577.18856,14878,8.98022842407227,,,
1589296579.71058,14879,7.90006399154663,,,
1589296637.15001,14895,16.2096881866455,,,
1589296651.16762,14898,58.1876678466797,,,
1589296733.44907,14930,7.06089067459106,,,
1589296735.67931,14931,4.2933783531189,,,
1589296738.07707,14932,4.68813323974609,,,
1589296795.71783,14956,7.20133352279663,,,
1589296839.95462,14970,4.11704349517822,,,
1589296987.87521,15021,61.9208297729492,,,
1589297022.2898,15033,5.98289012908936,,,
1589297214.18496,15096,5.53268146514893,,,
1589297407.27487,15138,6.770188331604,,,
1589297417.25125,15142,6.49797821044922,,,
1589297466.66971,15162,5.77391290664673,,,
1589297557.33293,15186,5.36122035980225,,,
1589297562.21231,15188,7.24029064178467,,,
1589297603.86679,15205,6.63477325439453,,,
1589297703.05475,15242,7.84625768661499,,,
1589297735.30064,15254,8.69395160675049,,,
1589297804.05775,15272,7.16060447692871,,,
1589297817.1448,15277,8.49351310729981,,,
1589297826.6463,15279,46.5403213500977,,,
1589297914.39129,15289,836.304016113281,,,
1589298008.31562,15307,7.98128271102905,,,
1589298089.51887,15323,60.2992782592773,,,
1589298117.14142,15330,60.2982177734375,,,
1589298256.78056,15347,7.85574007034302,,,
1589298319.72756,15353,9.97336959838867,,,
1589298388.99131,15360,829.680541992187,,,
1589299077.9972,15407,823.024658203125,,,
1589299169.9195,15412,151.936294555664,,,
1589299452.96844,15428,113.367324829102,,,
1589299609.67293,15434,828.090942382813,,,
1589299767.80849,15444,99.7328033447266,,,
1589299967.20876,15452,819.769897460938,,,
1589300207.67039,15462,60.2158470153809,,,
1589300364.92688,15469,746.844787597656,,,
1589300582.08411,15479,826.260375976563,,,
1589300615.60225,15480,787.076110839844,,,
1589300624.93671,15481,151.791778564453,,,
1589300914.90076,15494,829.468566894531,,,
1589301206.01768,15513,84.6160430908203,,,
1589301745.27708,15533,823.620056152344,,,
1589302038.21785,15544,113.307655334473,,,
1589303348.11313,15591,826.338073730469,,,
1589303750.55794,15603,822.22705078125,,,
1589304044.41392,15614,87.0774917602539,,,
1589305079.36019,15646,812.614929199219,,,
1589305866.90641,15678,814.971496582031,,,
1589306833.29889,15709,790.113525390625,,,
1589307997.6363,15746,183.320556640625,,,
1589308572.8165,15770,818.072082519531,,,
1589308874.12389,15779,818.017761230469,,,
1589309042.67932,15785,821.76171875,,,
1589309434.89094,15800,817.957153320313,,,
1589309908.23195,15817,151.603607177734,,,
1589310276.2782,15831,819.238403320312,,,
1589310376.78492,15834,822.279479980469,,,
1589310986.90657,15853,818.026184082031,,,
1589311591.19675,15872,781.119384765625,,,
1589311858.98373,15880,819.41796875,,,
1589314057.20605,15952,825.816955566406,,,
1589315014.24329,15985,816.707946777344,,,
1589315272.20563,15993,820.836975097656,,,
1589315472.88082,15999,813.735534667969,,,
1589316098.73358,16023,814.189575195313,,,
1589316132.27933,16024,824.337585449219,,,
1589316365.58923,16031,817.8232421875,,,
1589317357.84766,16062,815.894165039063,,,
1589317558.73851,16068,831.333923339844,,,
1589318262.24696,16089,824.9619140625,,,
1589318664.31674,16101,830.341247558594,,,
1589319207.44956,16118,832.528930664063,,,
1589319341.39573,16122,813.564758300781,,,
1589321295.32573,16181,823.319396972656,,,
1589321730.79136,16194,822.073547363281,,,
1589322065.73918,16204,826.90234375,,,
1589322178.23564,16208,186.314453125,,,
1589322379.16344,16214,835.892883300781,,,
1589323015.89061,16233,824.11572265625,,,
1589323752.60227,16255,826.801940917969,,,
1589324187.82498,16268,824.077575683594,,,
1589326144.6825,16327,820.696899414063,,,
1589326680.61213,16343,816.985656738281,,,
1589326881.66747,16349,824.510131835937,,,
1589327015.87641,16353,825.617492675781,,,
1589327082.96898,16355,817.077575683594,,,
1589327116.50492,16356,813.309997558594,,,
1589327451.59839,16366,814.069274902344,,,
1589328056.25682,16386,802.798950195312,,,
1589328390.84279,16396,794.98583984375,,,
1589328693.23567,16406,795.481018066406,,,
1589328793.5847,16409,794.914123535156,,,
1589328893.99808,16412,828.74560546875,,,
1589329830.89551,16440,844.729919433594,,,
